Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,0,Bolrac-Clan Crusher,Ravnica Allegiance,159,Near Mint,English,,,,,,,,$0.00
1,0,Bolt Bend,War of the Spark,115,Near Mint,English,,,,,,,,$0.00
1,0,Bombard,Mystery Booster,867,Near Mint,English,,,,,,,,$0.00
1,0,Bomber Corps,Gatecrash,86,Near Mint,English,,,,,,,,$0.00
1,0,Bonder's Ornament,Commander 2020,67,Near Mint,English,,,,,,,,$0.00
1,0,Bone Miser,Commander 2019,15,Near Mint,English,,,,,,,,$0.00
1,0,Bone Shards,Modern Horizons 2,395,Near Mint,English,,,,,,,,$0.00
2,0,Bone Splinters,Battle for Zendikar,105,Near Mint,English,,,,,,,,$0.00
1,0,Boneyard Parley,Commander 2019,107,Near Mint,English,,,,,,,,$0.00
2,0,Bookwurm,Strixhaven: School of Mages,123,Near Mint,English,,,,,,,,$0.00
1,0,Bookwurm,Strixhaven: School of Mages,123,Near Mint,English,foil,,,,,,,$0.00
4,0,Boon of Boseiju,Kamigawa: Neon Dynasty,176,Near Mint,English,,,,,,,,$0.00
1,0,Boots of Speed,Adventures in the Forgotten Realms,133,Near Mint,English,,,,,,,,$0.00
3,0,Born to Drive,Kamigawa: Neon Dynasty,6,Near Mint,English,,,,,,,,$0.00
1,0,Boros Charm,Masters 25,199,Near Mint,English,,,,,,,,$0.00
1,0,Boros Garrison,Commander 2020,260,Near Mint,English,,,,,,,,$0.00
1,0,Boros Locket,Guilds of Ravnica,231,Near Mint,English,,,,,,,,$0.00
1,0,Boros Signet,Commander 2020,239,Near Mint,English,,,,,,,,$0.00
5,0,Boseiju Reaches Skyward // Branch of Boseiju,Kamigawa: Neon Dynasty,177,Near Mint,English,,,,,,,,$0.00
3,0,"Boseiju, Who Endures",Kamigawa: Neon Dynasty,266,Near Mint,English,,,,,,,,$0.00
2,0,Bottle Golems,Modern Horizons 2,222,Near Mint,English,,,,,,,,$0.00
2,0,Bounding Wolf,Innistrad: Midnight Hunt,170,Near Mint,English,,,,,,,,$0.00
1,0,Bounty Agent,Commander 2020,78,Near Mint,English,,,,,,,,$0.00
2,0,Brainstone,Modern Horizons 2,223,Near Mint,English,,,,,,,,$0.00
3,0,Bramble Armor,Innistrad: Midnight Hunt,171,Near Mint,English,,,,,,,,$0.00
3,0,Bramble Armor,Innistrad: Crimson Vow,188,Near Mint,English,,,,,,,,$0.00
1,0,Brazen Freebooter,Rivals of Ixalan,95,Near Mint,English,,,,,,,,$0.00
1,0,Brazen Scourge,Kaladesh,107,Near Mint,English,,,,,,,,$0.00
1,0,Break Ties,Modern Horizons 2,8,Near Mint,English,foil,,,,,,,$0.00
1,0,Breathless Knight,Modern Horizons 2,187,Near Mint,English,foil,,,,,,,$0.00
1,0,"Breeches, Brazen Plunderer",Commander Legends,165,Near Mint,English,,,,,,,,$0.00
1,0,Briarblade Adept,Commander Legends,111,Near Mint,English,,,,,,,,$0.00
1,0,Brightmare,Jumpstart,2,Near Mint,English,,,,,,,,$0.00
1,0,Brimstone Vandal,Innistrad: Double Feature,130,Near Mint,English,,,,,,,,$0.00
1,0,Brimstone Vandal,Innistrad: Midnight Hunt,130,Near Mint,English,,,,,,,,$0.00
1,0,Brine Giant,Theros Beyond Death,44,Near Mint,English,,,,,,,,$0.00
1,0,Broken Bond,Mystery Booster,1150,Near Mint,English,,,,,,,,$0.00
1,0,Broken Wings,Zendikar Rising,181,Near Mint,English,,,,,,,,$0.00
4,0,Bronze Cudgels,Kamigawa: Neon Dynasty,240,Near Mint,English,,,,,,,,$0.00
3,0,Bronze Sword,Theros Beyond Death,232,Near Mint,English,,,,,,,,$0.00
2,0,Bronzeplate Boar,Kamigawa: Neon Dynasty,135,Near Mint,English,,,,,,,,$0.00
2,0,Broodhunter Wurm,Battle for Zendikar,171,Near Mint,English,,,,,,,,$0.00
1,0,Browbeat,Mystery Booster,876,Near Mint,English,,,,,,,,$0.00
1,0,Browse,Alliances,38,Near Mint,English,,,,,,,,$0.00
1,0,Brushfire Elemental,Zendikar Rising,221,Near Mint,English,,,,,,,,$0.00
6,0,Brute Suit,Kamigawa: Neon Dynasty,241,Near Mint,English,,,,,,,,$0.00
1,0,Bubble Snare,Zendikar Rising,47,Near Mint,English,,,,,,,,$0.00
1,0,Bubbling Cauldron,Iconic Masters,213,Near Mint,English,,,,,,,,$0.00
1,0,Bulette,Adventures in the Forgotten Realms,173,Near Mint,English,,,,,,,,$0.00
1,0,Bulette,Adventures in the Forgotten Realms,324,Near Mint,English,,,,,,,,$0.00
1,0,Bulwark Giant,Jumpstart,93,Near Mint,English,,,,,,,,$0.00
1,0,Buried Ruin,Jumpstart,491,Near Mint,English,,,,,,,,$0.00
1,0,Burlfist Oak,Core Set 2021,174,Near Mint,English,,,,,,,,$0.00
2,0,Burly Breaker // Dire-Strain Demolisher,Innistrad: Midnight Hunt,174,Near Mint,English,,,,,,,,$0.00
2,0,Burly Breaker // Dire-Strain Demolisher,Innistrad: Midnight Hunt,299,Near Mint,English,,,,,,,,$0.00
3,0,Burning Inquiry,Magic 2010,128,Near Mint,English,,,,,,,,$0.00
1,0,Burning-Tree Vandal,Ravnica Allegiance,94,Near Mint,English,,,,,,,,$0.00
1,0,Burning-Yard Trainer,Throne of Eldraine,117,Near Mint,English,,,,,,,,$0.00
2,0,Burrog Befuddler,Strixhaven: School of Mages,38,Near Mint,English,,,,,,,,$0.00
1,0,Bury in Books,Strixhaven: School of Mages,39,Near Mint,English,,,,,,,,$0.00
1,0,Cabal Coffers,Modern Horizons 2,301,Near Mint,English,,,,,,,,$0.00
4,0,Cabal Initiate,Modern Horizons 2,78,Near Mint,English,,,,,,,,$0.00
1,0,Cage of Hands,Commander Legends,14,Near Mint,English,,,,,,,,$0.00
1,0,Calamity Bearer,Promo Pack: Kaldheim,125,Near Mint,English,,,,,,,,$0.00
1,0,Calamity Bearer,Kaldheim,125,Near Mint,English,,,,,,,,$0.00
1,0,Calciderm,WPN/Gateway,5,Near Mint,English,foil,,,,,,,$0.00
1,0,Calculated Dismissal,Mystery Booster,304,Near Mint,English,,,,,,,,$0.00
1,0,Call of the Nightwing,The List,555,Near Mint,English,,,,,,,,$0.00
1,0,Call of the Nightwing,Gatecrash,149,Near Mint,English,,,,,,,,$0.00
1,0,Call the Coppercoats,Commander 2020,23,Near Mint,English,,,,,,,,$0.00
1,0,Call to Heel,Mystery Booster,306,Near Mint,English,,,,,,,,$0.00
1,0,Call to the Netherworld,Commander 2019,108,Near Mint,English,,,,,,,,$0.00
1,0,"Callaphe, Beloved of the Sea",Theros Beyond Death,45,Near Mint,English,,,,,,,,$0.00
1,0,Callous Bloodmage,Strixhaven: School of Mages,66,Near Mint,English,,,,,,,,$0.00
1,0,Callous Dismissal,War of the Spark,44,Near Mint,English,,,,,,,,$0.00
1,0,Campus Guide,Strixhaven: School of Mages,252,Near Mint,English,,,,,,,,$0.00
1,0,Campus Guide,Strixhaven: School of Mages,252,Near Mint,English,foil,,,,,,,$0.00
2,0,Candlegrove Witch,Innistrad: Midnight Hunt,287,Near Mint,English,,,,,,,,$0.00
1,0,Candletrap,Innistrad: Double Feature,9,Near Mint,English,,,,,,,,$0.00
2,0,Candletrap,Innistrad: Midnight Hunt,9,Near Mint,English,,,,,,,,$0.00
1,0,Canopy Stalker,Core Set 2021,175,Near Mint,English,,,,,,,,$0.00
1,0,Captain Ripley Vance,Modern Horizons 2,119,Near Mint,English,,,,,,,,$0.00
1,0,Captain's Claws,Oath of the Gatewatch,162,Near Mint,English,,,,,,,,$0.00
1,0,Captivating Crew,Commander 2020,144,Near Mint,English,,,,,,,,$0.00
3,0,Captivating Unicorn,Theros Beyond Death,6,Near Mint,English,,,,,,,,$0.00
1,0,Capture Sphere,Guilds of Ravnica,31,Near Mint,English,,,,,,,,$0.00
2,0,Careful Cultivation,Kamigawa: Neon Dynasty,178,Near Mint,English,,,,,,,,$0.00
1,0,Careless Celebrant,Theros Beyond Death,129,Near Mint,English,,,,,,,,$0.00
1,0,Carnage Gladiator,Dragon's Maze,61,Near Mint,English,,,,,,,,$0.00
4,0,Cartouche of Solidarity,Amonkhet,7,Near Mint,English,,,,,,,,$0.00
1,0,Castle Locthwain,Throne of Eldraine,241,Near Mint,English,,,,,,,,$0.00
1,0,Cataclysmic Gearhulk,Kamigawa: Neon Dynasty Commander,81,Near Mint,English,,,,,,,,$0.00
1,0,Catapult Fodder // Catapult Captain,Innistrad: Double Feature,366,Near Mint,English,,,,,,,,$0.00
1,0,Catapult Fodder // Catapult Captain,Innistrad: Crimson Vow,99,Near Mint,English,,,,,,,,$0.00
1,0,Cathar Commando,Innistrad: Midnight Hunt,10,Near Mint,English,,,,,,,,$0.00
1,0,Cathar's Call,Innistrad: Midnight Hunt,11,Near Mint,English,,,,,,,,$0.00
1,0,Cathartic Reunion,Signature Spellbook: Chandra,2,Near Mint,English,,,,,,,,$0.00
1,0,Cathartic Reunion,Double Masters,121,Near Mint,English,foil,,,,,,,$0.00
2,0,Cathartic Reunion,Double Masters,121,Near Mint,English,,,,,,,,$0.00
1,0,Cathartic Reunion,Ikoria: Lair of Behemoths,110,Near Mint,English,foil,,,,,,,$0.00
1,0,Cathodion,Ultimate Masters,226,Near Mint,English,,,,,,,,$0.00
1,0,Cauldron's Gift,Throne of Eldraine,83,Near Mint,English,,,,,,,,$0.00
1,0,Caustic Tar,Mystery Booster,596,Near Mint,English,,,,,,,,$0.00
1,0,Cavalry Pegasus,Commander 2020,81,Near Mint,English,,,,,,,,$0.00
1,0,Cavern Whisperer,Ikoria: Lair of Behemoths,79,Near Mint,English,,,,,,,,$0.00
4,0,Caves of Koilos,Magic Origins,245,Near Mint,English,,,,,,,,$0.00
1,0,Celestial Unicorn,Adventures in the Forgotten Realms,5,Near Mint,English,,,,,,,,$0.00
2,0,Celestus Sanctifier,Innistrad: Midnight Hunt,12,Near Mint,English,,,,,,,,$0.00
1,0,Cemetery Illuminator,Innistrad: Double Feature,317,Near Mint,English,,,,,,,,$0.00
1,0,Cemetery Protector,Innistrad: Crimson Vow,6,Near Mint,English,,,,,,,,$0.00
1,0,Centaur Peacemaker,Guilds of Ravnica,158,Near Mint,English,,,,,,,,$0.00
1,0,Ceremonial Knife,Innistrad: Double Feature,521,Near Mint,English,,,,,,,,$0.00
2,0,Ceremonial Knife,Innistrad: Crimson Vow,254,Near Mint,English,,,,,,,,$0.00
2,0,Chain to Memory,Theros Beyond Death,46,Near Mint,English,,,,,,,,$0.00
1,0,"Chainer, Nightmare Adept",Commander 2019,39,Near Mint,English,,,,,,,,$0.00
2,0,Chainflail Centipede,Kamigawa: Neon Dynasty,90,Near Mint,English,,,,,,,,$0.00
1,0,Champion of Stray Souls,Commander 2019,109,Near Mint,English,,,,,,,,$0.00
1,0,"Chandra, Dressed to Kill",Innistrad: Crimson Vow,149,Near Mint,English,foil,,,,,,,$0.00
1,0,"Chandra, Torch of Defiance",Signature Spellbook: Chandra,1,Near Mint,English,,,,,,,,$0.00
1,0,"Chandra, Torch of Defiance",Signature Spellbook: Chandra,1,Near Mint,English,foil,,,,,,,$0.00
1,0,Chandra's Pyrohelix,War of the Spark,120,Near Mint,English,,,,,,,,$0.00
1,0,Chaos Channeler,Adventures in the Forgotten Realms,136,Near Mint,English,,,,,,,,$0.00
1,0,Chaos Warp,Strixhaven Mystical Archive Etched,36,Near Mint,English,,,,,,,,$0.00
1,0,Chaos Warp,Commander 2019,136,Near Mint,English,,,,,,,,$0.00
2,0,Charge Through,Strixhaven: School of Mages,124,Near Mint,English,,,,,,,,$0.00
1,0,Charging Rhino,Mystery Booster,1160,Near Mint,English,,,,,,,,$0.00
1,0,Charity Extractor,War of the Spark,81,Near Mint,English,,,,,,,,$0.00
1,0,"Charix, the Raging Isle",Zendikar Rising,386,Near Mint,English,foil,,,,,,,$0.00
2,0,Charmed Sleep,Throne of Eldraine,40,Near Mint,English,,,,,,,,$0.00
1,0,Charmed Sleep,Adventures in the Forgotten Realms,50,Near Mint,English,,,,,,,,$0.00
1,0,Chart a Course,Jumpstart,142,Near Mint,English,,,,,,,,$0.00
1,0,Chef's Kiss,Modern Horizons 2,120,Near Mint,English,,,,,,,,$0.00
1,0,Child of Night,Core Set 2019,89,Near Mint,English,,,,,,,,$0.00
2,0,Child of the Pack // Savage Packmate,Innistrad: Crimson Vow,234,Near Mint,English,,,,,,,,$0.00
2,0,Chilling Trap,Zendikar Rising,50,Near Mint,English,,,,,,,,$0.00
1,0,"Chishiro, the Shattered Blade",Kamigawa: Neon Dynasty Commander,1,Near Mint,English,,,,,,,,$0.00
1,0,Chromatic Star,Time Spiral Remastered,263,Near Mint,English,,,,,,,,$0.00
1,0,Chronic Flooding,Return to Ravnica,32,Near Mint,English,foil,,,,,,,$0.00
1,0,Cinder Barrens,Commander 2019,235,Near Mint,English,,,,,,,,$0.00
1,0,Cinder Elemental,Jumpstart,304,Near Mint,English,,,,,,,,$0.00
1,0,Cinder Storm,Masters 25,126,Near Mint,English,,,,,,,,$0.00
3,0,Cinderheart Giant,Kaldheim,126,Near Mint,English,,,,,,,,$0.00
1,0,Circle of Confinement,Innistrad: Double Feature,274,Near Mint,English,,,,,,,,$0.00
2,0,Circle of Confinement,Innistrad: Crimson Vow,7,Near Mint,English,,,,,,,,$0.00
1,0,Circle of Confinement,Innistrad: Crimson Vow,329,Near Mint,English,,,,,,,,$0.00
1,0,Circle of the Moon Druid,Adventures in the Forgotten Realms,177,Near Mint,English,,,,,,,,$0.00
1,0,Citanul Woodreaders,Time Spiral Remastered,199,Near Mint,English,,,,,,,,$0.00
1,0,Citywide Bust,Commander 2020,82,Near Mint,English,,,,,,,,$0.00
1,0,Claim the Firstborn,Throne of Eldraine,118,Near Mint,English,,,,,,,,$0.00
1,0,Clarion Cathars,Innistrad: Double Feature,14,Near Mint,English,foil,,,,,,,$0.00
1,0,Clarion Cathars,Innistrad: Midnight Hunt,14,Near Mint,English,,,,,,,,$0.00
1,0,Clash of Wills,Friday Night Magic,189,Near Mint,English,foil,,,,,,,$0.00
1,0,Clattering Augur,Modern Horizons 2,79,Near Mint,English,,,,,,,,$0.00
1,0,Clattering Skeletons,Adventures in the Forgotten Realms,312,Near Mint,English,,,,,,,,$0.00
3,0,Clawing Torment,Kamigawa: Neon Dynasty,91,Near Mint,English,,,,,,,,$0.00
1,0,Cleansing Nova,Commander 2020,83,Near Mint,English,,,,,,,,$0.00
1,0,Clear the Mind,Mystery Booster,320,Near Mint,English,,,,,,,,$0.00
1,0,Cleaving Reaper,Kaldheim,376,Near Mint,English,,,,,,,,$0.00
1,0,Cleric Class,Adventures in the Forgotten Realms,6,Near Mint,English,foil,,,,,,,$0.00
2,0,Cleric of Chill Depths,Zendikar Rising,51,Near Mint,English,,,,,,,,$0.00
1,0,Clever Conjurer,Adventures in the Forgotten Realms,51,Near Mint,English,,,,,,,,$0.00
1,0,Clever Lumimancer,Strixhaven: School of Mages,10,Near Mint,English,,,,,,,,$0.00
1,0,Cliffhaven Kitesail,Zendikar Rising,243,Near Mint,English,,,,,,,,$0.00
2,0,Cliffhaven Sell-Sword,Zendikar Rising,8,Near Mint,English,,,,,,,,$0.00
1,0,Cling to Dust,Theros Beyond Death,87,Near Mint,English,,,,,,,,$0.00
1,0,Closing Statement,Strixhaven: School of Mages,169,Near Mint,English,,,,,,,,$0.00
1,0,Cloudkin Seer,Mystery Booster,323,Near Mint,English,,,,,,,,$0.00
1,0,Cloudkin Seer,Core Set 2020,54,Near Mint,English,,,,,,,,$0.00
1,0,Cloudshift,Mystery Booster,57,Near Mint,English,,,,,,,,$0.00
1,0,Cloudshredder Sliver,Time Spiral Remastered,373,Near Mint,English,,,,,,,,$0.00
2,0,Cloudsteel Kirin,Kamigawa: Neon Dynasty,8,Near Mint,English,,,,,,,,$0.00
1,0,Coastal Piracy,Jumpstart,144,Near Mint,English,,,,,,,,$0.00
1,0,Coastline Marauders,Commander Legends,168,Near Mint,English,foil,,,,,,,$0.00
1,0,Code of Constraint,Ravnica Allegiance,35,Near Mint,English,,,,,,,,$0.00
2,0,Cogwork Archivist,Strixhaven: School of Mages,254,Near Mint,English,,,,,,,,$0.00
1,0,Coiling Oracle,Commander Legends,443,Near Mint,English,,,,,,,,$0.00
4,0,Coiling Stalker,Kamigawa: Neon Dynasty,179,Near Mint,English,,,,,,,,$0.00
3,0,Coiling Stalker,Kamigawa: Neon Dynasty,346,Near Mint,English,,,,,,,,$0.00
1,0,"Colfenor, the Last Yew",Commander Legends,274,Near Mint,English,,,,,,,,$0.00
1,0,Collar the Culprit,Guilds of Ravnica,5,Near Mint,English,,,,,,,,$0.00
1,0,Colossal Plow,Kamigawa: Neon Dynasty Commander,148,Near Mint,English,,,,,,,,$0.00
2,0,Colossal Skyturtle,Kamigawa: Neon Dynasty,216,Near Mint,English,,,,,,,,$0.00
1,0,Combat Professor,Strixhaven: School of Mages,11,Near Mint,English,,,,,,,,$0.00
1,0,Combine Chrysalis,Modern Horizons 2,191,Near Mint,English,,,,,,,,$0.00
1,0,Combine Guildmage,Ravnica Allegiance,163,Near Mint,English,,,,,,,,$0.00
1,0,Command Tower,Commander 2019,237,Near Mint,English,,,,,,,,$0.00
1,0,Command Tower,Commander 2020,264,Near Mint,English,,,,,,,,$0.00
1,0,Command Tower,Commander Legends,350,Near Mint,English,,,,,,,,$0.00
1,0,Command Tower,Kamigawa: Neon Dynasty Commander,167,Near Mint,English,,,,,,,,$0.00
1,0,Commander's Sphere,Commander 2020,240,Near Mint,English,,,,,,,,$0.00
1,0,Commit // Memory,Mystery Booster,1537,Near Mint,English,,,,,,,,$0.00
5,0,Commune with Spirits,Kamigawa: Neon Dynasty,180,Near Mint,English,,,,,,,,$0.00
2,0,Compelled Duel,Adventures in the Forgotten Realms,178,Near Mint,English,,,,,,,,$0.00
1,0,Component Collector,Innistrad: Midnight Hunt,43,Near Mint,English,,,,,,,,$0.00
1,0,Compulsive Research,Commander Legends,394,Near Mint,English,,,,,,,,$0.00
4,0,Concealed Courtyard,Kaladesh,245,Near Mint,English,,,,,,,,$0.00
1,0,Concealing Curtains // Revealing Eye,Innistrad: Double Feature,368,Near Mint,English,,,,,,,,$0.00
1,0,Concerted Defense,Zendikar Rising,52,Near Mint,English,,,,,,,,$0.00
1,0,Confront the Past,Promo pack: Strixhaven: School of Mages,67,Near Mint,English,,,,,,,,$0.00
1,0,Consecrated Sphinx,Iconic Masters,47,Near Mint,English,,,,,,,,$0.00
2,0,Consider,Innistrad: Midnight Hunt,44,Near Mint,English,,,,,,,,$0.00
1,0,Consider,"",,Near Mint,English,,,,,,,,$0.00
1,0,Conspiracy Theorist,Strixhaven: School of Mages,94,Near Mint,English,,,,,,,,$0.00
1,0,Conspiracy Theorist,Strixhaven: School of Mages,94,Near Mint,English,foil,,,,,,,$0.00
1,0,Consuming Blob,Promo Pack: Innistrad: Midnight Hunt,177,Near Mint,English,,,,,,,,$0.00
1,0,Consuming Tide,Innistrad: Crimson Vow,53,Near Mint,English,,,,,,,,$0.00
1,0,Contact Other Plane,Adventures in the Forgotten Realms,52,Near Mint,English,,,,,,,,$0.00
1,0,Contagion Clasp,Time Spiral Remastered,391,Near Mint,English,,,,,,,,$0.00
1,0,Containment Construct,Kamigawa: Neon Dynasty,243,Near Mint,English,,,,,,,,$0.00
1,0,Containment Construct,Kamigawa: Neon Dynasty,243,Near Mint,English,foil,,,,,,,$0.00
2,0,Contortionist Troupe,Innistrad: Midnight Hunt,178,Near Mint,English,,,,,,,,$0.00
1,0,Coral Atoll,Commander Legends,480,Near Mint,English,,,,,,,,$0.00
1,0,Coral Trickster,Time Spiral Remastered,58,Near Mint,English,,,,,,,,$0.00
1,0,Corpse Churn,Commander Legends,113,Near Mint,English,,,,,,,,$0.00
1,0,Corpse Cobble,Innistrad: Midnight Hunt,214,Near Mint,English,,,,,,,,$0.00
1,0,Corpulent Corpse,Time Spiral Remastered,104,Near Mint,English,,,,,,,,$0.00
1,0,Corrupted Key,Mystery Booster Playtest Cards,39,Near Mint,English,,,,,,,,$0.00
1,0,Corsair Captain,Jumpstart,11,Near Mint,English,,,,,,,,$0.00
1,0,Counterspell,Masters 25,50,Near Mint,English,,,,,,,,$0.00
1,0,Counterspell,Commander Legends,395,Near Mint,English,,,,,,,,$0.00
1,0,Courier Bat,Innistrad: Double Feature,369,Near Mint,English,,,,,,,,$0.00
3,0,Courier Bat,Innistrad: Crimson Vow,102,Near Mint,English,,,,,,,,$0.00
1,0,Court Street Denizen,Commander Legends,17,Near Mint,English,,,,,,,,$0.00
1,0,Court Street Denizen,Gatecrash,8,Near Mint,English,,,,,,,,$0.00
1,0,Covert Cutpurse // Covetous Geist,Innistrad: Midnight Hunt,92,Near Mint,English,,,,,,,,$0.00
1,0,Covert Technician,Kamigawa: Neon Dynasty,49,Near Mint,English,,,,,,,,$0.00
1,0,Covert Technician,Kamigawa: Neon Dynasty,332,Near Mint,English,,,,,,,,$0.00
1,0,Coveted Jewel,The List,492,Near Mint,English,,,,,,,,$0.00
1,0,Covetous Castaway // Ghostly Castigator,Innistrad: Midnight Hunt,45,Near Mint,English,,,,,,,,$0.00
2,0,Crack Open,Modern Horizons 2,154,Near Mint,English,,,,,,,,$0.00
1,0,Crackling Doom,Commander 2020,205,Near Mint,English,,,,,,,,$0.00
3,0,Crackling Emergence,Kamigawa: Neon Dynasty,136,Near Mint,English,,,,,,,,$0.00
1,0,Crackling Emergence,Kamigawa: Neon Dynasty,136,Near Mint,English,foil,,,,,,,$0.00
1,0,Cradle of Vitality,Jumpstart,98,Near Mint,English,,,,,,,,$0.00
1,0,Cragplate Baloth,Zendikar Rising,183,Near Mint,English,,,,,,,,$0.00
1,0,Cram Session,Strixhaven: School of Mages,170,Near Mint,English,,,,,,,,$0.00
1,0,Craterhoof Behemoth,Secret Lair Drop Series,375,Near Mint,English,,,,,,,,$0.00
1,0,Craterhoof Behemoth,Secret Lair Drop Series,376,Near Mint,English,,,,,,,,$0.00
1,0,Craven Hulk,Kaldheim,127,Near Mint,English,,,,,,,,$0.00
1,0,Crawl from the Cellar,Innistrad: Midnight Hunt,93,Near Mint,English,,,,,,,,$0.00
1,0,Crawling Infestation,Innistrad: Double Feature,460,Near Mint,English,,,,,,,,$0.00
1,0,Creepy Puppeteer,Prerelease Events: Innistrad: Crimson Vow,151,Near Mint,English,foil,,,,,,,$0.00
1,0,Critical Hit,Adventures in the Forgotten Realms,137,Near Mint,English,,,,,,,,$0.00
1,0,Croaking Counterpart,Promo Pack: Innistrad: Midnight Hunt,215,Near Mint,English,,,,,,,,$0.00
1,0,Crossroads Candleguide,Innistrad: Midnight Hunt,253,Near Mint,English,,,,,,,,$0.00
1,0,Crow of Dark Tidings,Mystery Booster,606,Near Mint,English,,,,,,,,$0.00
1,0,Cruel Witness,Innistrad: Double Feature,322,Near Mint,English,,,,,,,,$0.00
3,0,Cruel Witness,Innistrad: Crimson Vow,55,Near Mint,English,,,,,,,,$0.00
1,0,Crush Contraband,Kamigawa: Neon Dynasty Commander,82,Near Mint,English,,,,,,,,$0.00
2,0,Crushing Canopy,Jumpstart,386,Near Mint,English,,,,,,,,$0.00
1,0,Crushing Canopy,Ixalan,183,Near Mint,English,,,,,,,,$0.00
2,0,Crushing Canopy,Innistrad: Crimson Vow,194,Near Mint,English,,,,,,,,$0.00
2,0,Crushing Disappointment,Strixhaven: School of Mages,68,Near Mint,English,,,,,,,,$0.00
1,0,Crystal Slipper,Throne of Eldraine,119,Near Mint,English,,,,,,,,$0.00
1,0,Culling Ritual,Strixhaven: School of Mages,172,Near Mint,English,,,,,,,,$0.00
2,0,Cultivate,Strixhaven Mystical Archive Etched,114,Near Mint,English,,,,,,,,$0.00
1,0,Cultivate,Commander Legends,424,Near Mint,English,,,,,,,,$0.00
1,0,Cultivate,Strixhaven Mystical Archive,51,Near Mint,English,,,,,,,,$0.00
1,0,Cultivator Drone,Oath of the Gatewatch,42,Near Mint,English,,,,,,,,$0.00
1,0,Cultivator's Caravan,Kamigawa: Neon Dynasty Commander,149,Near Mint,English,,,,,,,,$0.00
1,0,Cunning Strike,Fate Reforged,150,Near Mint,English,,,,,,,,$0.00
2,0,Curious Pair // Treats to Share,Throne of Eldraine,150,Near Mint,English,,,,,,,,$0.00
1,0,Curse of Fool's Wisdom,Commander 2019,16,Near Mint,English,,,,,,,,$0.00
1,0,Curse of Leeches // Leeching Lurker,Innistrad: Double Feature,94,Near Mint,English,,,,,,,,$0.00
1,0,Curse of Opulence,Mystery Booster,896,Near Mint,English,,,,,,,,$0.00
1,0,Curse of Shaken Faith,Promo Pack: Innistrad: Midnight Hunt,134,Near Mint,English,,,,,,,,$0.00
1,0,Curse of Shaken Faith,Promo Pack: Innistrad: Midnight Hunt,134,Near Mint,English,foil,,,,,,,$0.00
1,0,Curse of the Bloody Tome,WPN/Gateway,80,Near Mint,English,foil,,,,,,,$0.00
1,0,Cyberdrive Awakener,Kamigawa: Neon Dynasty Commander,12,Near Mint,English,,,,,,,,$0.00
1,0,Cyclone Summoner,Kaldheim,52,Near Mint,English,foil,,,,,,,$0.00
1,0,Dance of the Manse,Kamigawa: Neon Dynasty Commander,136,Near Mint,English,,,,,,,,$0.00
1,0,Dancing Sword,Adventures in the Forgotten Realms,8,Near Mint,English,,,,,,,,$0.00
1,0,Daring Saboteur,Commander Legends,64,Near Mint,English,,,,,,,,$0.00
1,0,Dark Withering,Commander 2019,110,Near Mint,English,,,,,,,,$0.00
5,0,Dauntless Survivor,Zendikar Rising,184,Near Mint,English,,,,,,,,$0.00
2,0,Dauntless Unity,Zendikar Rising,9,Near Mint,English,,,,,,,,$0.00
2,0,Dawnbringer Cleric,Adventures in the Forgotten Realms,9,Near Mint,English,,,,,,,,$0.00
1,0,Dawnhart Disciple,Innistrad: Crimson Vow,196,Near Mint,English,,,,,,,,$0.00
1,0,Dawnhart Geist,Innistrad: Crimson Vow,8,Near Mint,English,,,,,,,,$0.00
1,0,Dawnhart Mentor,Innistrad: Midnight Hunt,179,Near Mint,English,,,,,,,,$0.00
1,0,Dawnhart Mentor,Innistrad: Midnight Hunt,300,Near Mint,English,,,,,,,,$0.00
1,0,Dawnhart Rejuvenator,Innistrad: Midnight Hunt,180,Near Mint,English,,,,,,,,$0.00
1,0,Dawnhart Rejuvenator,Innistrad: Midnight Hunt,301,Near Mint,English,,,,,,,,$0.00
1,0,Dawnhart Wardens,Innistrad: Double Feature,216,Near Mint,English,,,,,,,,$0.00
1,0,Dawnhart Wardens,Innistrad: Double Feature,216,Near Mint,English,foil,,,,,,,$0.00
1,0,Dawnhart Wardens,Innistrad: Midnight Hunt,216,Near Mint,English,,,,,,,,$0.00
3,0,"Daxos, Blessed by the Sun",Theros Beyond Death,9,Near Mint,English,,,,,,,,$0.00
1,0,Daybreak Charger,Core Set 2021,14,Near Mint,English,,,,,,,,$0.00
